Timestamp,Temperature[degC],Humidity[percent],NO2[ppb],CO[ppm],NO2[V],CO[V],Latitude[deg],Longitude[deg],Altitude[m]
04/07/2017 09:27:25,22.43,46.32,31.88,0.64,-0.827809,-1.993177,---,---,---
04/07/2017 09:27:30,22.43,46.31,31.12,0.66,-0.827798,-1.993159,---,---,---
04/07/2017 09:27:35,22.43,46.30,30.94,0.66,-0.827795,-1.993153,---,---,---
04/07/2017 09:27:40,22.43,46.28,32.01,0.65,-0.827810,-1.993164,---,---,---
04/07/2017 09:27:45,22.44,46.27,32.79,0.61,-0.827821,-1.993204,---,---,---
04/07/2017 09:27:50,22.44,46.27,32.74,0.59,-0.827820,-1.993225,---,---,---
04/07/2017 09:27:55,22.44,46.28,34.97,0.63,-0.827852,-1.993188,---,---,---
04/07/2017 09:28:00,22.44,46.30,35.16,0.67,-0.827855,-1.993145,---,---,---
04/07/2017 09:28:05,22.44,46.31,34.13,0.62,-0.827840,-1.993192,---,---,---
04/07/2017 09:28:10,22.44,46.31,35.66,0.61,-0.827861,-1.993199,---,---,---
04/07/2017 09:28:15,22.44,46.32,35.02,0.56,-0.827852,-1.993248,---,---,---
04/07/2017 09:28:20,22.44,46.32,35.06,0.54,-0.827853,-1.993274,---,---,---
04/07/2017 09:28:25,22.44,46.33,37.58,0.67,-0.827888,-1.993146,---,---,---
04/07/2017 09:28:30,22.45,46.34,36.46,0.63,-0.827872,-1.993181,---,---,---
04/07/2017 09:28:35,22.45,46.34,35.70,0.67,-0.827862,-1.993141,---,---,---
04/07/2017 09:28:40,22.45,46.34,35.10,0.66,-0.827853,-1.993157,---,---,---
04/07/2017 09:28:45,22.45,46.33,34.63,0.62,-0.827846,-1.993191,---,---,---
04/07/2017 09:28:50,22.45,46.33,34.59,0.58,-0.827846,-1.993235,---,---,---
04/07/2017 09:28:55,22.45,46.33,34.28,0.60,-0.827841,-1.993209,---,---,---
04/07/2017 09:29:00,22.45,46.33,34.08,0.54,-0.827838,-1.993276,---,---,---
04/07/2017 09:29:05,22.45,46.34,34.28,0.51,-0.827841,-1.993297,---,---,---
04/07/2017 09:29:10,22.45,46.34,33.93,0.52,-0.827836,-1.993296,---,---,---
04/07/2017 09:29:15,22.45,46.34,33.82,0.56,-0.827834,-1.993251,---,---,---
04/07/2017 09:29:20,22.45,46.35,34.27,0.58,-0.827841,-1.993236,---,---,---
04/07/2017 09:29:25,22.45,46.36,34.13,0.58,-0.827839,-1.993228,---,---,---
04/07/2017 09:29:30,22.45,46.35,33.55,0.64,-0.827830,-1.993170,---,---,---
04/07/2017 09:29:35,22.45,46.34,33.31,0.65,-0.827827,-1.993162,---,---,---
04/07/2017 09:29:40,22.45,46.32,33.28,0.70,-0.827827,-1.993107,---,---,---
04/07/2017 09:29:45,22.45,46.30,34.28,0.76,-0.827841,-1.993049,---,---,---
04/07/2017 09:29:50,22.45,46.30,34.46,0.77,-0.827843,-1.993039,---,---,---
04/07/2017 09:29:55,22.45,46.32,34.69,0.72,-0.827846,-1.993096,---,---,---
04/07/2017 09:30:00,22.45,46.35,35.08,0.70,-0.827852,-1.993115,---,---,---
04/07/2017 09:30:05,22.45,46.39,36.51,0.71,-0.827873,-1.993100,---,---,---
04/07/2017 09:30:10,22.45,46.43,35.34,0.69,-0.827856,-1.993117,---,---,---
04/07/2017 09:30:15,22.45,46.45,35.60,0.68,-0.827860,-1.993131,---,---,---
04/07/2017 09:30:20,22.45,46.48,36.87,0.70,-0.827878,-1.993112,---,---,---
04/07/2017 09:30:25,22.45,46.49,36.43,0.72,-0.827871,-1.993089,---,---,---
04/07/2017 09:30:30,22.45,46.49,36.29,0.73,-0.827869,-1.993083,---,---,---
04/07/2017 09:30:35,22.45,46.48,35.69,0.70,-0.827860,-1.993108,---,---,---
04/07/2017 09:30:40,22.46,46.48,36.81,0.77,-0.827876,-1.993039,---,---,---
04/07/2017 09:30:45,22.46,46.48,37.31,0.80,-0.827883,-1.993014,---,---,---
04/07/2017 09:30:50,22.46,46.47,37.01,0.83,-0.827879,-1.992981,---,---,---
04/07/2017 09:30:55,22.46,46.47,38.53,0.85,-0.827900,-1.992959,---,---,---
04/07/2017 09:31:00,22.47,46.46,37.61,0.85,-0.827887,-1.992956,---,---,---
04/07/2017 09:31:05,22.47,46.45,38.78,0.84,-0.827903,-1.992963,---,---,---
04/07/2017 09:31:10,22.47,46.46,38.76,0.88,-0.827903,-1.992926,---,---,---
04/07/2017 09:31:15,22.47,46.46,38.87,0.90,-0.827904,-1.992909,---,---,---
04/07/2017 09:31:20,22.48,46.46,39.98,0.87,-0.827919,-1.992932,---,---,---
04/07/2017 09:31:25,22.48,46.47,42.26,0.86,-0.827952,-1.992941,---,---,---
04/07/2017 09:31:30,22.48,46.50,44.31,0.91,-0.827981,-1.992895,---,---,---
04/07/2017 09:31:35,22.48,46.54,44.17,0.95,-0.827979,-1.992852,---,---,---
04/07/2017 09:31:40,22.47,46.58,44.35,0.89,-0.827982,-1.992921,---,---,---
04/07/2017 09:31:45,22.47,46.61,43.28,0.86,-0.827967,-1.992946,---,---,---
04/07/2017 09:31:50,22.47,46.63,42.80,0.84,-0.827960,-1.992966,---,---,---
04/07/2017 09:31:55,22.47,46.64,42.77,0.83,-0.827960,-1.992982,---,---,---
04/07/2017 09:32:00,22.47,46.65,42.64,0.82,-0.827958,-1.992992,---,---,---
04/07/2017 09:32:05,22.47,46.66,42.94,0.80,-0.827962,-1.993006,---,---,---
04/07/2017 09:32:10,22.47,46.68,43.69,0.82,-0.827973,-1.992988,---,---,---
04/07/2017 09:32:15,22.47,46.69,42.87,0.88,-0.827962,-1.992931,---,---,---
04/07/2017 09:32:20,22.47,46.70,42.05,0.84,-0.827950,-1.992972,---,---,---
04/07/2017 09:32:25,22.47,46.73,42.53,0.79,-0.827957,-1.993014,---,---,---
04/07/2017 09:32:30,22.47,46.75,42.67,0.81,-0.827959,-1.993001,---,---,---
04/07/2017 09:32:35,22.47,46.76,42.80,0.84,-0.827961,-1.992970,---,---,---
04/07/2017 09:32:40,22.47,46.78,42.07,0.82,-0.827950,-1.992983,---,---,---
04/07/2017 09:32:45,22.47,46.77,40.69,0.99,-0.827930,-1.992824,---,---,---
04/07/2017 09:32:50,22.47,46.75,39.22,0.97,-0.827909,-1.992834,---,---,---
04/07/2017 09:32:55,22.47,46.73,39.26,0.94,-0.827910,-1.992865,---,---,---
04/07/2017 09:33:00,22.47,46.70,39.28,0.92,-0.827910,-1.992884,---,---,---
04/07/2017 09:33:05,22.47,46.68,39.92,0.92,-0.827919,-1.992888,---,---,---
04/07/2017 09:33:10,22.47,46.67,39.13,1.03,-0.827908,-1.992782,---,---,---
04/07/2017 09:33:15,22.47,46.65,37.99,1.16,-0.827891,-1.992649,---,---,---
04/07/2017 09:33:20,22.48,46.62,37.23,1.30,-0.827880,-1.992511,---,---,---
04/07/2017 09:33:25,22.48,46.60,38.59,1.33,-0.827900,-1.992483,---,---,---
04/07/2017 09:33:30,22.48,46.58,38.09,1.40,-0.827892,-1.992406,---,---,---
04/07/2017 09:33:35,22.48,46.55,37.94,1.44,-0.827890,-1.992370,---,---,---
04/07/2017 09:33:40,22.48,46.52,38.29,1.46,-0.827895,-1.992347,---,---,---
04/07/2017 09:33:45,22.48,46.50,38.24,1.56,-0.827894,-1.992250,---,---,---
04/07/2017 09:33:50,22.49,46.48,39.30,1.60,-0.827909,-1.992211,---,---,---
04/07/2017 09:33:55,22.49,46.46,39.07,1.57,-0.827905,-1.992238,---,---,---
04/07/2017 09:34:00,22.49,46.46,37.79,1.59,-0.827887,-1.992220,---,---,---
04/07/2017 09:34:05,22.49,46.46,37.16,1.60,-0.827877,-1.992209,---,---,---
04/07/2017 09:34:10,22.49,46.45,37.24,1.58,-0.827878,-1.992230,---,---,---
04/07/2017 09:34:15,22.50,46.45,35.38,1.50,-0.827852,-1.992306,---,---,---
04/07/2017 09:34:20,22.50,46.45,34.73,1.53,-0.827842,-1.992276,---,---,---
04/07/2017 09:34:25,22.50,46.45,36.01,1.49,-0.827860,-1.992313,---,---,---
04/07/2017 09:34:30,22.50,46.46,36.73,1.40,-0.827870,-1.992403,---,---,---
04/07/2017 09:34:35,22.50,46.47,37.02,1.38,-0.827874,-1.992422,---,---,---
04/07/2017 09:34:40,22.51,46.50,36.79,1.30,-0.827871,-1.992497,---,---,---
04/07/2017 09:34:45,22.51,46.53,36.65,1.24,-0.827868,-1.992560,---,---,---
04/07/2017 09:34:50,22.51,46.56,36.52,1.33,-0.827866,-1.992470,---,---,---
04/07/2017 09:34:55,22.51,46.58,38.09,1.30,-0.827889,-1.992493,---,---,---
04/07/2017 09:35:00,22.51,46.59,37.87,1.18,-0.827885,-1.992615,---,---,---
04/07/2017 09:35:05,22.52,46.59,37.39,1.21,-0.827878,-1.992587,---,---,---
04/07/2017 09:35:10,22.52,46.61,40.41,1.21,-0.827921,-1.992589,---,---,---
04/07/2017 09:35:15,22.52,46.64,39.45,1.32,-0.827907,-1.992469,---,---,---
04/07/2017 09:35:20,22.52,46.66,41.02,1.26,-0.827929,-1.992535,---,---,---
04/07/2017 09:35:25,22.52,46.69,42.70,1.17,-0.827953,-1.992623,---,---,---
04/07/2017 09:35:59,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:36:04,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:36:09,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:36:14,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:36:19,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:36:24,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:36:29,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:36:34,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:36:39,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:36:44,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:36:49,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:36:54,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:36:59,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:37:04,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:37:09,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:37:14,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:37:19,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:37:24,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:37:29,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:37:34,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:37:39,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:37:44,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:37:49,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:37:54,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:37:59,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:38:04,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:38:09,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:38:14,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:38:19,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:38:24,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:38:29,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:38:34,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:38:39,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:38:44,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:38:49,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:38:54,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:38:59,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:39:04,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:39:09,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:39:14,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:39:19,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:39:24,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:39:29,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:39:34,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:39:39,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:39:44,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:39:49,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:39:54,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:39:59,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:40:04,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:40:09,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:40:14,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:40:19,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:40:24,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:40:29,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:40:34,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:40:39,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:40:45,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:40:49,---,---,---,---,0.000000,0.000000,---,---,---
04/07/2017 09:40:55,22.55,46.63,65.36,1.91,-0.828274,-1.991878,---,---,---
04/07/2017 09:40:59,22.54,46.64,68.14,1.65,-0.828315,-1.992138,---,---,---
04/07/2017 09:41:04,22.53,46.64,71.37,1.34,-0.828362,-1.992453,---,---,---
04/07/2017 09:41:09,22.52,46.64,77.40,1.11,-0.828449,-1.992679,---,---,---
04/07/2017 09:41:14,22.51,46.63,87.79,0.83,-0.828598,-1.992967,---,---,---
04/07/2017 09:41:19,22.51,46.64,93.32,0.62,-0.828678,-1.993172,---,---,---
04/07/2017 09:41:25,22.50,46.64,99.01,0.36,-0.828759,-1.993433,---,---,---
04/07/2017 09:41:29,22.49,46.64,104.59,0.15,-0.828840,-1.993649,---,---,---
04/07/2017 09:41:34,22.49,46.63,111.39,0.00,-0.828938,-1.993923,---,---,---
04/07/2017 09:41:39,22.48,46.63,117.14,0.00,-0.829020,-1.994165,---,---,---
04/07/2017 09:41:44,22.48,46.64,124.48,0.00,-0.829126,-1.994334,---,---,---
04/07/2017 09:41:50,22.47,46.64,130.93,0.00,-0.829218,-1.994442,---,---,---
04/07/2017 09:41:54,22.47,46.65,132.60,0.00,-0.829242,-1.994589,---,---,---
04/07/2017 09:41:59,22.46,46.66,139.11,0.00,-0.829336,-1.994736,---,---,---
04/07/2017 09:42:04,22.46,46.66,145.30,0.00,-0.829425,-1.994985,---,---,---
04/07/2017 09:42:09,22.45,46.66,148.71,0.00,-0.829474,-1.995152,---,---,---
04/07/2017 09:42:15,22.45,46.65,153.30,0.00,-0.829540,-1.995380,---,---,---
04/07/2017 09:42:19,22.44,46.64,158.13,0.00,-0.829609,-1.995568,---,---,---
04/07/2017 09:42:24,22.44,46.63,165.08,0.00,-0.829709,-1.995785,---,---,---
04/07/2017 09:42:29,22.44,46.62,169.01,0.00,-0.829765,-1.996005,---,---,---
04/07/2017 09:42:34,22.43,46.61,174.28,0.00,-0.829841,-1.996155,---,---,---
04/07/2017 09:42:39,22.43,46.61,179.76,0.00,-0.829919,-1.996350,---,---,---
04/07/2017 09:42:45,22.43,46.62,184.77,0.00,-0.829991,-1.996508,---,---,---
04/07/2017 09:42:49,22.43,46.63,189.75,0.00,-0.830062,-1.996726,---,---,---
04/07/2017 09:42:54,22.42,46.65,195.67,0.00,-0.830147,-1.996934,---,---,---
04/07/2017 09:42:59,22.42,46.68,201.74,0.00,-0.830234,-1.997156,---,---,---
